time,G(i),H_sun,T2m,WS10m,Int
20200126:1106,930.78,60.98,32.27,0.62,0
20200126:1206,976.66,64.51,33.76,0.83,0
20200126:1306,939.36,60.09,34.71,1.1,0
20200126:1406,813.06,50.3,35.06,1.52,0
20200126:1506,621.97,38.09,34.84,1.93,0
20200126:1606,388.11,24.82,33.75,2.34,0
20200126:1706,146.14,11.04,31.81,2.21,0
20200126:1806,0,0,29.19,2.21,0
20200126:1906,0,0,27.48,2.14,0
20200126:2006,0,0,26.08,2.07,0
20200126:2106,0,0,25.17,1.93,0
20200126:2206,0,0,24.58,1.93,0
20200126:2306,0,0,24.11,1.93,0
20200127:0006,0,0,23.73,2,0
20200127:0106,0,0,23.4,1.93,0
20200127:0206,0,0,23.1,1.66,0
20200127:0306,0,0,22.61,0.83,0
20200127:0406,0,0,21.73,1.79,0
20200127:0506,0,0,21.23,1.59,0
20200127:0606,0,0,21.04,1.52,0
20200127:0706,161.74,12.7,21.24,0.83,0
20200127:0806,396.47,26.46,24.37,0.55,0
20200127:0906,629.08,39.68,27.71,0.48,0
20200127:1006,817.81,51.75,30.61,0.41,0
20200127:1106,946.81,61.17,32.96,0.55,0
20200127:1206,976.63,64.77,34.58,0.62,0
20200127:1306,929.4,60.34,35.54,0.62,0
20200127:1406,798.54,50.49,35.88,1.03,0
20200127:1506,610.45,38.24,35.5,1.86,0
20200127:1606,385.48,24.95,33.82,2.76,0
20200127:1706,145.59,11.14,31.53,2.9,0
20200127:1806,0,0,29.01,2.76,0
20200127:1906,0,0,27.23,2.21,0
20200127:2006,0,0,26.14,2,0
20200127:2106,0,0,25.38,1.86,0
20200127:2206,0,0,24.79,1.72,0
20200127:2306,0,0,24.38,1.79,0
20200128:0006,0,0,24.03,1.79,0
20200128:0106,0,0,23.73,1.72,0
20200128:0206,0,0,23.38,1.66,0
20200128:0306,0,0,23.19,1.1,0
20200128:0406,0,0,22.57,1.31,0
20200128:0506,0,0,22.4,1.24,0
20200128:0606,0,0,22.93,0.97,0
20200128:0706,137.77,12.7,22.98,0.83,0
20200128:0806,384.67,26.49,24.58,0.48,0
20200128:0906,617.31,39.75,26.99,0.55,0
20200128:1006,798.61,51.87,29.78,0.83,0
20200128:1106,931.78,61.37,32.09,0.83,0
20200128:1206,972.38,65.03,33.82,0.83,0
20200128:1306,919.69,60.58,34.83,0.97,0
20200128:1406,767.34,50.69,35.19,1.31,0
20200128:1506,558.73,38.4,34.8,2.07,0
20200128:1606,343.14,25.07,33.3,2.76,0
20200128:1706,134.41,11.24,31.38,2.9,0
20200128:1806,0,0,29.28,2.76,0
20200128:1906,0,0,28.12,2.41,0
20200128:2006,0,0,26.95,2.14,0
20200128:2106,0,0,26.25,1.93,0
20200128:2206,0,0,25.75,1.79,0
20200128:2306,0,0,25.28,1.66,0
20200129:0006,0,0,24.87,1.59,0
20200129:0106,0,0,24.63,1.59,0
20200129:0206,0,0,24.31,1.45,0
20200129:0306,0,0,24.11,1.1,0
20200129:0406,0,0,23.93,1.03,0
20200129:0506,0,0,23.94,0.69,0
20200129:0606,0,0,23.88,0.28,0
20200129:0706,152.81,12.71,24.49,0.48,0
20200129:0806,385.37,26.53,25.48,0.62,0
20200129:0906,631.79,39.82,27.68,0.48,0
20200129:1006,822.59,52,30.32,0.28,0
20200129:1106,948.32,61.57,32.77,0.21,0
20200129:1206,990.05,65.3,34.59,0.69,0
20200129:1306,941.98,60.83,35.74,0.83,0
20200129:1406,811.34,50.89,36.3,0.83,0
20200129:1506,624.79,38.56,36.23,1.03,0
20200129:1606,394.53,25.19,34.94,1.86,0
20200129:1706,154.55,11.34,32.9,2.28,0
20200129:1806,0,0,30.59,2.34,0
20200129:1906,0,0,28.86,2.28,0
20200129:2006,0,0,27.39,2.07,0
20200129:2106,0,0,26.49,1.86,0
20200129:2206,0,0,25.9,1.72,0
20200129:2306,0,0,25.43,1.72,0
20200130:0006,0,0,25.02,1.79,0
20200130:0106,0,0,24.69,1.66,0
20200130:0206,0,0,24.46,1.38,0
20200130:0306,0,0,24.31,1.1,0
20200130:0406,0,0,24.01,1.31,0
20200130:0506,0,0,24.34,0.9,0
20200130:0606,0,0,24.29,0.62,0
20200130:0706,130.11,12.72,24.56,0.83,0
20200130:0806,314.09,26.56,25.38,0.83,0
20200130:0906,446.38,39.89,27.49,0.48,0
20200130:1006,693.4,52.13,29.93,0.28,0
20200130:1106,885.92,61.78,32.21,0.14,0
20200130:1206,981.07,65.57,34,0.55,0
20200130:1306,944.87,61.08,35.14,0.97,0
20200130:1406,823.25,51.08,35.6,1.38,0
20200130:1506,630.24,38.71,35.26,2,0
20200130:1606,385.76,25.32,33.52,2.69,0
20200130:1706,141.44,11.44,31.65,2.97,0
20200130:1806,0,0,29.52,2.76,0
20200130:1906,0,0,28.07,2.62,0
20200130:2006,0,0,27.03,2.34,0
20200130:2106,0,0,26.43,2.14,0
20200130:2206,0,0,25.99,2,0
20200130:2306,0,0,25.55,1.86,0
20200131:0006,0,0,25.17,1.79,0
20200131:0106,0,0,24.84,1.66,0
20200131:0206,0,0,24.65,1.24,0
20200131:0306,0,0,24.61,0.76,0
20200131:0406,0,0,24.76,1.03,0
20200131:0506,0,0,24.98,0.97,0
20200131:0606,0,0,25.14,0.9,0
20200131:0706,155.76,12.73,25.42,0.97,0
20200131:0806,264.91,26.61,26.2,1.1,0
20200131:0906,632.21,39.97,27.86,1.17,0
20200131:1006,744.19,52.26,30.11,0.62,0
20200131:1106,870.51,62,32.17,0.21,0
20200131:1206,997.82,65.85,33.65,0.41,0
20200131:1306,956.34,61.34,34.71,0.83,0
20200131:1406,833.82,51.28,35.19,1.24,0
20200131:1506,653.79,38.86,34.29,2.07,0
20200131:1606,405.99,25.44,32.96,2.76,0
20200131:1706,151.94,11.53,31.32,2.9,0
20200131:1806,0,0,29.43,2.62,0
20200131:1906,0,0,28.34,2.34,0
20200131:2006,0,0,27.32,2.21,0
20200131:2106,0,0,26.83,1.86,0
20200131:2206,0,0,26.37,1.52,0
20200131:2306,0,0,25.92,1.59,0
20200201:0006,0,0,25.5,1.52,0
20200201:0106,0,0,25.21,1.45,0
20200201:0206,0,0,24.95,1.17,0
20200201:0306,0,0,24.76,1.17,0
20200201:0406,0,0,24.6,0.97,0
20200201:0506,0,0,24.79,0.76,0
20200201:0606,0,0,24.9,0.83,0
20200201:0706,145.95,12.75,25.61,1.03,0
20200201:0806,288.67,26.65,26.57,1.03,0
20200201:0906,609.52,40.06,28.23,1.03,0
20200201:1006,808.66,52.4,30.58,1.03,0
20200201:1106,858.37,62.22,32.67,0.97,0
20200201:1206,1002.68,66.13,34.27,0.76,0
20200201:1306,955.8,61.59,35.42,0.41,0
20200201:1406,833.27,51.48,36.09,0.14,0
20200201:1506,641.81,39.01,36.15,0.28,0
20200201:1606,404.02,25.55,35.53,0.97,0
20200201:1706,148.87,11.62,33.47,1.52,0
20200201:1806,0,0,31.26,2.28,0
20200201:1906,0,0,29.31,2.21,0
20200201:2006,0,0,27.95,2.07,0
20200201:2106,0,0,26.87,1.93,0
20200201:2206,0,0,26.26,1.86,0
20200201:2306,0,0,25.88,1.72,0
20200202:0006,0,0,25.57,1.66,0
20200202:0106,0,0,25.43,1.45,0
20200202:0206,0,0,25.34,1.1,0
20200202:0306,0,0,25.62,1.03,0
20200202:0406,0,0,25.77,0.9,0
20200202:0506,0,0,25.77,0.97,0
20200202:0606,0,0,25.58,0.97,0
20200202:0706,110.9,12.77,25.41,1.24,0
20200202:0806,336.57,26.7,26.12,1.45,0
20200202:0906,676.58,40.14,28,1.38,0
20200202:1006,872.39,52.54,30.37,1.17,0
20200202:1106,990.62,62.44,32.77,0.97,0
20200202:1206,1029.32,66.42,34.51,0.76,0
20200202:1306,981.61,61.85,35.68,0.41,0
20200202:1406,852.84,51.68,36.24,0.28,0
20200202:1506,663.07,39.16,36.33,0.34,0
20200202:1606,417.22,25.67,35.97,0.48,0
20200202:1706,156.23,11.71,34.29,0.83,0
20200202:1806,0,0,31.93,1.59,0
20200202:1906,0,0,30,2,0
20200202:2006,0,0,28.05,2.07,0
20200202:2106,0,0,26.91,1.86,0
20200202:2206,0,0,25.96,1.86,0
20200202:2306,0,0,25.4,1.79,0
20200203:0006,0,0,25.11,1.79,0
20200203:0106,0,0,24.88,1.72,0
20200203:0206,0,0,24.78,1.52,0
20200203:0306,0,0,25.02,0.97,0
20200203:0406,0,0,24.89,1.31,0
20200203:0506,0,0,25,0.83,0
20200203:0606,0,0,25.09,0.69,0
20200203:0706,171.31,12.79,24,0.76,0
20200203:0806,434.72,26.75,24.8,0.62,0
20200203:0906,681.26,40.23,27.15,0.69,0
20200203:1006,866.44,52.69,30.02,0.69,0
20200203:1106,994.15,62.67,32.45,0.97,0
20200203:1206,1032.84,66.71,34.29,0.97,0
20200203:1306,979.73,62.11,35.38,0.62,0
20200203:1406,860.87,51.87,35.88,0.62,0
20200203:1506,658.75,39.31,35.73,1.17,0
20200203:1606,416.21,25.78,34.56,2.21,0
20200203:1706,160.79,11.8,32.46,2.62,0
20200203:1806,0,0,30.13,2.69,0
20200203:1906,0,0,28.32,2.55,0
20200203:2006,0,0,27.06,2.14,0
20200203:2106,0,0,26.28,1.86,0
20200203:2206,0,0,25.71,1.79,0
20200203:2306,0,0,25.23,1.72,0
20200204:0006,0,0,24.97,1.66,0
20200204:0106,0,0,24.73,1.59,0
20200204:0206,0,0,24.55,1.59,0
20200204:0306,0,0,24.56,1.45,0
20200204:0406,0,0,24.77,1.17,0
20200204:0506,0,0,24.86,1.03,0
20200204:0606,0,0,24.9,1.17,0
20200204:0706,156.15,12.82,25,1.03,0
20200204:0806,415.58,26.81,25.6,0.62,0
20200204:0906,653.86,40.33,26.76,0.34,0
20200204:1006,769.25,52.84,29.21,0.41,0
20200204:1106,952.99,62.9,31.69,0.48,0
20200204:1206,996.76,67.01,33.71,0.34,0
20200204:1306,955.24,62.37,34.86,0.28,0
20200204:1406,829.34,52.07,35.37,0.62,0
20200204:1506,632.05,39.46,35.29,1.03,0
20200204:1606,403.56,25.9,34.4,1.79,0
20200204:1706,152.46,11.89,32.51,2.21,0
20200204:1806,0,0,30.39,2.48,0
20200204:1906,0,0,28.55,2.41,0
20200204:2006,0,0,27.42,2.21,0
20200204:2106,0,0,26.8,1.86,0
20200204:2206,0,0,26.24,1.59,0
20200204:2306,0,0,25.81,1.52,0
20200205:0006,0,0,25.45,1.52,0
20200205:0106,0,0,25.13,1.52,0
20200205:0206,0,0,24.94,1.38,0
20200205:0306,0,0,24.78,1.31,0
20200205:0406,0,0,24.65,0.97,0
20200205:0506,0,0,24.47,1.1,0
20200205:0606,0,0,24.71,1.03,0
20200205:0706,154.88,12.85,25.4,0.48,0
20200205:0806,404.76,26.87,26.36,0.28,0
20200205:0906,638.83,40.42,28.73,0.55,0
20200205:1006,788.13,53,31,0.69,0
20200205:1106,826.2,63.14,32.94,0.34,0
20200205:1206,969.79,67.31,33.38,0.28,0
20200205:1306,950.72,62.63,34.33,0.55,0
20200205:1406,819.33,52.26,34.55,0.97,0
20200205:1506,491.55,39.6,33.41,1.45,0
20200205:1606,399.9,26.01,32.68,2,0
20200205:1706,149.46,11.97,31.66,2.55,0
20200205:1806,0,0,29.91,2.55,0
20200205:1906,0,0,28.77,2.55,0
20200205:2006,0,0,27.69,2.34,0
20200205:2106,0,0,27.06,2,0
20200205:2206,0,0,26.59,1.66,0
20200205:2306,0,0,26.33,1.38,0
20200206:0006,0,0,25.96,1.24,0
20200206:0106,0,0,25.71,1.17,0
20200206:0206,0,0,25.41,1.17,0
20200206:0306,0,0,25.26,1.03,0
20200206:0406,0,0,24.95,1.1,0
20200206:0506,0,0,24.77,0.9,0
20200206:0606,0,0,24.63,0.62,0
20200206:0706,162.15,12.88,25.38,0.34,0
20200206:0806,403.24,26.93,27.23,0.21,0
20200206:0906,641.39,40.53,29.64,0.21,0
20200206:1006,828.59,53.15,31.56,0.69,0
20200206:1106,962.5,63.38,33.35,0.9,0
20200206:1206,1006.33,67.62,34.6,0.9,0
20200206:1306,954.1,62.9,35.56,0.9,0
20200206:1406,833.67,52.46,35.84,1.1,0
20200206:1506,643.4,39.75,35.47,1.52,0
20200206:1606,409.6,26.11,33.79,2.48,0
20200206:1706,152.99,12.05,31.98,2.9,0
20200206:1806,0,0,30.18,2.69,0
20200206:1906,0,0,28.95,2.21,0
20200206:2006,0,0,27.95,2,0
20200206:2106,0,0,27.34,1.66,0
20200206:2206,0,0,26.85,1.38,0
20200206:2306,0,0,26.49,1.45,0
20200207:0006,0,0,26.09,1.45,0
20200207:0106,0,0,25.73,1.45,0
20200207:0206,0,0,25.41,1.45,0
20200207:0306,0,0,25.22,1.31,0
20200207:0406,0,0,25,1.45,0
20200207:0506,0,0,24.98,1.17,0
20200207:0606,0,0,24.94,0.97,0
20200207:0706,161.91,12.92,25.13,0.97,0
20200207:0806,421.69,26.99,27.09,1.24,0
20200207:0906,661.73,40.63,29.51,1.31,0
20200207:1006,857.32,53.31,32.11,1.31,0
20200207:1106,973.3,63.63,34.34,1.59,0
20200207:1206,1012.82,67.93,35.93,1.45,0
20200207:1306,966.01,63.16,36.99,1.1,0
20200207:1406,849.11,52.65,37.55,0.76,0
20200207:1506,653.58,39.89,37.63,0.41,0
20200207:1606,414.55,26.22,36.97,0.83,0
20200207:1706,159,12.13,34.64,1.59,0
20200207:1806,0,0,31.99,2.62,0
20200207:1906,0,0,30.05,2.28,0
20200207:2006,0,0,28.54,2.14,0
20200207:2106,0,0,27.64,2.07,0
20200207:2206,0,0,27.23,1.79,0
20200207:2306,0,0,26.92,1.59,0
20200208:0006,0,0,26.65,1.45,0
20200208:0106,0,0,26.4,1.24,0
20200208:0206,0,0,25.86,1.17,0
20200208:0306,0,0,25.28,1.31,0
20200208:0406,0,0,24.98,1.03,0
20200208:0506,0,0,24.66,1.17,0
20200208:0606,0,0,24.07,1.52,0
20200208:0706,162.71,12.96,24.3,0.97,0
20200208:0806,419.25,27.06,26.89,1.03,0
20200208:0906,661.36,40.74,29.9,1.1,0
20200208:1006,848.5,53.48,32.71,1.24,0
20200208:1106,968.67,63.88,34.63,1.31,0
20200208:1206,1008.17,68.25,36.31,1.1,0
20200208:1306,961.32,63.43,37.21,0.76,0
20200208:1406,839.97,52.84,37.76,0.55,0
20200208:1506,646.45,40.02,37.66,0.9,0
20200208:1606,392.68,26.32,36.12,2.07,0
20200208:1706,153.1,12.2,33.73,2.69,0
20200208:1806,0,0,31.21,2.76,0
20200208:1906,0,0,29.03,2.48,0
20200208:2006,0,0,28.01,2.21,0
20200208:2106,0,0,27.49,1.93,0
20200208:2206,0,0,26.99,1.72,0
20200208:2306,0,0,26.65,1.66,0
20200209:0006,0,0,26.44,1.66,0
20200209:0106,0,0,26.3,1.52,0
20200209:0206,0,0,26.15,1.03,0
20200209:0306,0,0,25.88,0.62,0
20200209:0406,0,0,25.59,1.03,0
20200209:0506,0,0,25.2,1.03,0
20200209:0606,0,0,24.79,1.17,0
20200209:0706,148.88,13.01,25.2,0.62,0
20200209:0806,401.26,27.14,27.42,1.52,0
20200209:0906,628.77,40.85,29.23,1.24,0
20200209:1006,794.85,53.65,31.05,1.38,0
20200209:1106,881.94,64.13,33.11,1.45,0
20200209:1206,938.98,68.57,34.44,1.66,0
20200209:1306,857.72,63.69,35.18,2.07,0
20200209:1406,709.31,53.03,35.09,2.48,0
20200209:1506,583.41,40.16,34.07,3.1,0
20200209:1606,319.25,26.42,33.1,3.45,0
20200209:1706,96.78,12.28,31.32,3.52,0
20200209:1806,0,0,29.58,2.97,0
20200209:1906,0,0,28.61,2.34,0
20200209:2006,0,0,27.75,2.07,0
20200209:2106,0,0,27.18,1.86,0
20200209:2206,0,0,26.68,1.93,0
20200209:2306,0,0,26.39,2,0
20200210:0006,0,0,26.12,2.07,0
20200210:0106,0,0,25.92,2,0
20200210:0206,0,0,25.71,1.86,0
20200210:0306,0,0,25.66,1.72,0
20200210:0406,0,0,25.82,1.38,0
20200210:0506,0,0,25.63,0.48,0
20200210:0606,0,0,25.8,0.9,0
20200210:0706,130.06,13.06,26.24,0.55,0
20200210:0806,332.21,27.21,27.15,0.69,0
20200210:0906,514.54,40.96,28.35,0.62,0
20200210:1006,601.7,53.82,30.16,0.28,0
20200210:1106,732.77,64.39,31.96,0.28,0
20200210:1206,929.22,68.89,33.13,0.48,0
20200210:1306,865.2,63.96,34.44,0.62,0
20200210:1406,739.99,53.21,34.85,0.97,0
20200210:1506,302.3,40.29,34.82,1.31,0
20200210:1606,381.04,26.52,31.79,2.55,0
20200210:1706,154.3,12.35,29.89,2.41,0
20200210:1806,0,0,28.63,2.41,0
20200210:1906,0,0,28.36,2,0
20200210:2006,0,0,27.72,2.07,0
20200210:2106,0,0,27.21,2,0
20200210:2206,0,0,26.8,1.86,0
20200210:2306,0,0,26.5,1.59,0
20200211:0006,0,0,26.22,1.24,0
20200211:0106,0,0,25.99,1.1,0
20200211:0206,0,0,25.81,1.1,0
20200211:0306,0,0,25.8,1.17,0
20200211:0406,0,0,25.98,1.38,0
20200211:0506,0,0,26.03,1.45,0
20200211:0606,0,0,26.05,1.1,0
20200211:0706,135.06,13.11,25.67,0.9,0
20200211:0806,354.61,27.29,26.65,0.9,0
20200211:0906,555.62,41.08,29.15,1.03,0
20200211:1006,721.15,53.99,31.96,1.31,0
20200211:1106,843.61,64.65,34.02,1.17,0
20200211:1206,881.98,69.22,35.6,0.97,0
20200211:1306,834.62,64.23,36.64,0.76,0
20200211:1406,718.77,53.4,37.17,0.69,0
20200211:1506,539.2,40.42,37.15,0.9,0
20200211:1606,335.43,26.61,36.16,1.66,0
20200211:1706,131.98,12.41,34.04,2.21,0
20200211:1806,0,0,31.55,2.55,0
20200211:1906,0,0,29.72,2.14,0
20200211:2006,0,0,28.2,2.07,0
20200211:2106,0,0,27.22,2,0
20200211:2206,0,0,26.6,1.72,0
20200211:2306,0,0,26.11,1.59,0
20200212:0006,0,0,25.7,1.45,0
20200212:0106,0,0,25.38,1.31,0
20200212:0206,0,0,25,1.31,0
20200212:0306,0,0,24.69,1.17,0
20200212:0406,0,0,24.44,1.24,0
20200212:0506,0,0,23.8,1.38,0
20200212:0606,0,0,23.54,1.17,0
20200212:0706,135.92,13.16,23.65,1.31,0
20200212:0806,334.62,27.37,25.92,1.45,0
20200212:0906,534.27,41.2,29.46,2.28,0
20200212:1006,710,54.17,31.86,2.21,0
20200212:1106,825.84,64.91,34.04,2,0
20200212:1206,869.22,69.55,35.65,1.72,0
20200212:1306,821.7,64.49,36.61,1.59,0
20200212:1406,707.83,53.58,36.93,1.66,0
20200212:1506,539.31,40.55,36.62,2,0
20200212:1606,349.53,26.7,35.21,2.55,0
20200212:1706,135.11,12.48,33.02,2.69,0
20200212:1806,0,0,30.35,2.55,0
20200212:1906,0,0,28.44,2.21,0
20200212:2006,0,0,27.05,2,0
20200212:2106,0,0,26.23,1.86,0
20200212:2206,0,0,25.69,1.86,0
20200212:2306,0,0,25.2,1.86,0
20200213:0006,0,0,24.82,1.79,0
20200213:0106,0,0,24.51,1.59,0
20200213:0206,0,0,24.02,1.52,0
20200213:0306,0,0,23.14,1.72,0
20200213:0406,0,0,22.97,1.52,0
20200213:0506,0,0,22.77,1.31,0
20200213:0606,0,0,22.29,0.97,0
20200213:0706,145.07,13.22,22.69,0.69,0
20200213:0806,355.07,27.46,26.38,0.62,0
20200213:0906,563.09,41.32,29.64,0.9,0
20200213:1006,747.37,54.35,32.07,0.69,0
20200213:1106,880.3,65.18,33.96,0.14,0
20200213:1206,925.31,69.88,35.26,0.55,0
20200213:1306,882.72,64.76,36.05,1.1,0
20200213:1406,761.09,53.76,36.23,1.59,0
20200213:1506,578.02,40.68,35.67,2.34,0
20200213:1606,366.67,26.79,34.07,2.9,0
20200213:1706,148.72,12.54,31.98,2.9,0
20200213:1806,0,0,29.62,2.62,0
20200213:1906,0,0,28.51,2.14,0
20200213:2006,0,0,26.94,2.07,0
20200213:2106,0,0,26,1.93,0
20200213:2206,0,0,25.44,1.72,0
20200213:2306,0,0,25.11,1.72,0
20200214:0006,0,0,24.72,1.79,0
20200214:0106,0,0,24.35,1.72,0
20200214:0206,0,0,23.94,1.59,0
20200214:0306,0,0,23.61,1.17,0
20200214:0406,0,0,23.03,1.52,0
20200214:0506,0,0,22.8,1.31,0
20200214:0606,0,0,22.57,1.24,0
20200214:0706,138.77,13.28,23.14,0.76,0
20200214:0806,371.32,27.55,26.1,0.69,0
20200214:0906,598.09,41.44,29.34,0.62,0
20200214:1006,788.76,54.53,32.17,0.69,0
20200214:1106,927.24,65.45,34.46,1.1,0
20200214:1206,969.43,70.22,36.07,1.24,0
20200214:1306,913.4,65.03,37.1,1.1,0
20200214:1406,783.55,53.94,37.6,1.03,0
20200214:1506,611.18,40.8,37.58,1.17,0
20200214:1606,389.42,26.88,36.23,2,0
20200214:1706,155.89,12.6,33.77,2.55,0
20200214:1806,0,0,30.95,2.76,0
20200214:1906,0,0,29.11,2.48,0
20200214:2006,0,0,27.56,2.21,0
20200214:2106,0,0,26.67,2,0
20200214:2206,0,0,26.09,1.93,0
20200214:2306,0,0,25.64,1.79,0
20200215:0006,0,0,25.22,1.66,0
20200215:0106,0,0,24.86,1.52,0
20200215:0206,0,0,24.43,1.59,0
20200215:0306,0,0,24.19,1.17,0
20200215:0406,0,0,23.85,0.69,0
20200215:0506,0,0,23.74,1.1,0
20200215:0606,0,0,22.94,1.1,0
20200215:0706,152.98,13.34,23.8,0.83,0
20200215:0806,381.39,27.64,26.57,0.76,0
20200215:0906,607.12,41.57,29.29,0.83,0
20200215:1006,805.11,54.71,31.86,0.62,0
20200215:1106,940.51,65.72,33.85,0.55,0
20200215:1206,989.2,70.56,35.34,0.9,0
20200215:1306,949.57,65.29,36.22,1.17,0
20200215:1406,820.39,54.11,36.56,1.45,0
20200215:1506,628.81,40.92,36.17,2.07,0
20200215:1606,395.07,26.96,34.75,2.69,0
20200215:1706,160.95,12.65,32.73,3.03,0
20200215:1806,0,0,30.3,2.76,0
20200215:1906,0,0,28.95,2.41,0
20200215:2006,0,0,27.68,2.28,0
20200215:2106,0,0,26.93,2.07,0
20200215:2206,0,0,26.4,2,0
20200215:2306,0,0,25.99,2,0
20200216:0006,0,0,25.65,2,0
20200216:0106,0,0,25.38,2,0
20200216:0206,0,0,25.11,1.79,0
20200216:0306,0,0,24.86,1.38,0
20200216:0406,0,0,24.66,0.97,0
20200216:0506,0,0,24.5,0.76,0
20200216:0606,0,0,24.81,0.9,0
20200216:0706,156.91,13.41,25.63,1.79,0
20200216:0806,386.29,27.73,27.04,1.66,0
20200216:0906,611.01,41.7,28.92,1.24,0
20200216:1006,811.09,54.9,31.18,0.97,0
20200216:1106,942.33,66,33.33,0.97,0
20200216:1206,979.42,70.91,34.95,1.17,0
20200216:1306,939.74,65.55,35.99,1.59,0
20200216:1406,821.34,54.29,35.92,2.14,0
20200216:1506,597.45,41.03,35.57,2.76,0
20200216:1606,331.61,27.04,33.99,3.24,0
20200216:1706,118.9,12.71,31.99,3.38,0
20200216:1806,0,0,29.94,2.83,0
20200216:1906,0,0,28.6,2.69,0
20200216:2006,0,0,27.67,2.48,0
20200216:2106,0,0,27.18,2.41,0
20200216:2206,0,0,26.77,2.34,0
20200216:2306,0,0,26.46,2.14,0
20200217:0006,0,0,26.19,2.21,0
20200217:0106,0,0,25.96,2.07,0
20200217:0206,0,0,25.65,2,0
20200217:0306,0,0,25.46,1.79,0
20200217:0406,0,0,25.42,1.38,0
20200217:0506,0,0,25.66,1.17,0
20200217:0606,0,0,25.77,1.1,0
20200217:0706,142.47,13.48,26.39,1.59,0
20200217:0806,385.03,27.83,27.65,2.21,0
20200217:0906,560.09,41.83,29.51,2.34,0
20200217:1006,796.24,55.09,31.52,2.07,0
20200217:1106,877.05,66.28,33.3,1.86,0
20200217:1206,922.07,71.26,34.84,1.79,0
20200217:1306,874.18,65.82,35.27,2.14,0
20200217:1406,801.61,54.45,35.26,2.62,0
20200217:1506,624.22,41.14,33.99,2.97,0
20200217:1606,356.69,27.11,32.91,3.17,0
20200217:1706,154.24,12.76,31.88,3.24,0
20200217:1806,0,0,30.19,2.97,0
20200217:1906,0,0,28.92,2.9,0
20200217:2006,0,0,28.18,2.69,0
20200217:2106,0,0,27.7,2.41,0
20200217:2206,0,0,27.27,2.14,0
20200217:2306,0,0,26.9,1.93,0
20200218:0006,0,0,26.6,1.93,0
20200218:0106,0,0,26.48,2.28,0
20200218:0206,0,0,26.39,2.21,0
20200218:0306,0,0,26.51,2.41,0
20200218:0406,0,0,26.46,2.07,0
20200218:0506,0,0,26.43,1.66,0
20200218:0606,0,0,26.43,1.17,0
20200218:0706,152.47,13.56,26.88,0.97,0
20200218:0806,352,27.93,27.79,1.1,0
20200218:0906,586.7,41.97,29.58,1.72,0
20200218:1006,803.21,55.28,31.32,1.52,0
20200218:1106,933.37,66.56,33.15,1.72,0
20200218:1206,948.26,71.61,34.17,2.14,0
20200218:1306,850.46,66.08,33.85,2.41,0
20200218:1406,813.4,54.62,31.3,2.76,0
20200218:1506,633.01,41.25,29.03,2.83,0
20200218:1606,400.7,27.19,29.77,2.76,0
20200218:1706,153.86,12.81,29.6,2.55,0
20200218:1806,0,0,28.94,2.07,0
20200218:1906,0,0,28.43,2,0
20200218:2006,0,0,27.82,2.07,0
20200218:2106,0,0,27.34,2,0
20200218:2206,0,0,27.11,2.07,0
20200218:2306,0,0,26.75,2.14,0
20200219:0006,0,0,26.56,2.14,0
20200219:0106,0,0,26.42,2.41,0
20200219:0206,0,0,26.36,1.66,0
20200219:0306,0,0,26.46,0.97,0
20200219:0406,0,0,26.26,0.34,0
20200219:0506,0,0,25.96,0.14,0
20200219:0606,0,0,25.96,0.41,0
20200219:0706,153.31,13.63,26.03,0.97,0
20200219:0806,322.21,28.03,27.6,1.66,0
20200219:0906,557.53,42.11,29.5,1.17,0
20200219:1006,645.18,55.47,31.65,0.76,0
20200219:1106,856.57,66.85,33.15,0.55,0
20200219:1206,906.67,71.96,34.27,0.97,0
20200219:1306,897.16,66.33,35.18,1.45,0
20200219:1406,635.51,54.78,35.12,1.86,0
20200219:1506,601.41,41.36,32.43,2.41,0
20200219:1606,322.3,27.26,31.19,2.9,0
20200219:1706,164.88,12.85,30.43,2.76,0
20200219:1806,0,0,29.27,2.48,0
20200219:1906,0,0,28.6,2.55,0
20200219:2006,0,0,27.85,2.48,0
20200219:2106,0,0,27.42,2.21,0
20200219:2206,0,0,27.11,2,0
20200219:2306,0,0,26.88,1.86,0
20200220:0006,0,0,26.73,1.66,0
20200220:0106,0,0,26.54,1.17,0
20200220:0206,0,0,26.54,0.76,0
20200220:0306,0,0,26.47,0.83,0
20200220:0406,0,0,26.56,1.1,0
20200220:0506,0,0,26.59,1.38,0
20200220:0606,0,0,26.54,1.24,0
20200220:0706,156.16,13.71,26.81,0.69,0
20200220:0806,395.4,28.13,27.81,0.69,0
20200220:0906,607.61,42.24,29.67,0.48,0
20200220:1006,815.78,55.67,31.6,0.62,0
20200220:1106,889.59,67.14,33.68,1.17,0
20200220:1206,862.97,72.32,35.02,1.86,0
20200220:1306,832.66,66.59,35.56,2.34,0
20200220:1406,721.38,54.94,35.2,2.69,0
20200220:1506,604.38,41.46,33.21,3.24,0
20200220:1606,406.96,27.32,31.76,3.1,0
20200220:1706,159.67,12.89,31.08,2.76,0
20200220:1806,0,0,29.87,2.21,0
20200220:1906,0,0,29.01,2.21,0
20200220:2006,0,0,28.3,2.14,0
20200220:2106,0,0,27.77,2.14,0
20200220:2206,0,0,27.34,2.14,0
20200220:2306,0,0,27.04,2,0
20200221:0006,0,0,26.8,1.79,0
20200221:0106,0,0,26.52,1.38,0
